lead_id,lead_date,patient_id,lead_source,campaign,clinic,lead_status,first_response_minutes,appointment_booked,appointment_date
L07723,2025-06-26,P07723,Facebook,Dental Crown,Clinic D,Appointment Booked,22,Yes,2025-07-07
L07724,2025-12-12,,Referral,Dental Implant,Clinic B,Contacted - No Appointment,8,No,
L07725,2025-04-30,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,30,No,
L07726,2025-10-05,P07726,Instagram,Root Canal,Clinic C,Appointment Booked,11,Yes,2025-06-10
L07727,2025-10-01,,Instagram,Dental Implant,Clinic C,Contacted - No Appointment,15,No,
L07728,2025-02-14,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,10,No,
L07729,2025-05-18,P07729,Facebook,Dental Implant,Clinic C,Appointment Booked,7,Yes,
L07730,2025-08-30,,Facebook,Dental Crown,Clinic B,Contacted - No Appointment,14,No,
L07731,2025-01-31,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,23,No,
L07732,2025-06-19,P07732,Facebook,Root Canal,Clinic A,Appointment Booked,13,Yes,
L07733,2025-04-21,,Facebook,Teeth Whitening,Clinic C,Contacted - No Appointment,9,No,
L07734,2025-09-03,P07734,Google Ads,Root Canal,Clinic D,Appointment Booked,19,Yes,
L07735,2025-06-09,,Facebook,Teeth Whitening,Clinic C,Contacted - No Appointment,4,No,
L07736,2025-08-01,P07736,Facebook,Root Canal,Clinic D,Appointment Booked,2,Yes,2025-10-08
L07737,2025-02-19,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,34,No,
L07738,2025-03-07,P07738,Google Ads,Teeth Whitening,Clinic D,Appointment Booked,6,Yes,
L07739,2025-04-04,,Instagram,Dental Crown,Clinic D,Contacted - No Appointment,20,No,
L07740,2025-04-28,,Google Organic,Dental Crown,Clinic B,Contacted - No Appointment,34,No,
L07741,2025-12-04,,Referral,Teeth Whitening,Clinic A,Contacted - No Appointment,20,No,
L07742,2025-03-05,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,10,No,
L07743,2025-03-29,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,19,No,
L07744,2025-02-16,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,11,No,
L07745,2025-02-03,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,14,No,
L07746,2025-04-29,P07746,Instagram,Root Canal,Clinic B,Appointment Booked,5,Yes,2025-12-05
L07747,2025-06-18,P07747,Facebook,Root Canal,Clinic D,Appointment Booked,2,Yes,
L07748,2025-08-04,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,13,No,
L07749,2025-12-04,P07749,Google Organic,Root Canal,Clinic B,Appointment Booked,7,Yes,
L07750,2025-03-09,,Referral,Teeth Whitening,Clinic A,Contacted - No Appointment,26,No,
L07751,2025-10-14,,Google Ads,Dental Implant,Clinic B,Contacted - No Appointment,18,No,
L07752,2025-04-04,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,14,No,
L07753,2025-06-30,P07753,Google Ads,General Dentistry,Clinic A,Appointment Booked,52,Yes,2025-11-07
L07754,2025-06-28,P07754,Google Ads,Invisalign,Clinic D,Appointment Booked,23,Yes,2025-08-07
L07755,2025-08-01,,Referral,Dental Implant,Clinic D,Contacted - No Appointment,21,No,
L07756,2025-04-29,,Facebook,Root Canal,Clinic A,Contacted - No Appointment,42,No,
L07757,2025-12-15,,Instagram,Teeth Whitening,Clinic A,Contacted - No Appointment,9,No,
L07758,2025-11-14,P07758,Facebook,Root Canal,Clinic B,Appointment Booked,12,Yes,
L07759,2025-04-05,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,8,No,
L07760,2025-02-21,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,18,No,
L07761,2025-01-29,P07761,Facebook,Invisalign,Clinic B,Appointment Booked,61,Yes,2025-06-02
L07762,2025-01-02,,Instagram,Teeth Whitening,Clinic A,Contacted - No Appointment,12,No,
L07763,2025-10-17,P07763,Referral,Dental Implant,Clinic D,Appointment Booked,17,Yes,
L07764,2025-03-01,,Instagram,Root Canal,Clinic C,Contacted - No Appointment,6,No,
L07765,2025-05-01,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,35,No,
L07766,2025-09-08,P07766,Google Ads,General Dentistry,Clinic B,Appointment Booked,47,Yes,2025-09-09
L07767,2025-08-11,,Google Organic,Teeth Whitening,Clinic D,Contacted - No Appointment,13,No,
L07768,2025-09-10,,Google Ads,Teeth Whitening,Clinic D,Not Contacted/Cold,73,No,
L07769,2025-11-03,P07769,Referral,Root Canal,Clinic A,Appointment Booked,3,Yes,
L07770,2025-03-03,P07770,Facebook,Dental Implant,Clinic A,Appointment Booked,15,Yes,2025-09-03
L07771,2025-05-19,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,12,No,
L07772,2025-07-07,P07772,Facebook,General Dentistry,Clinic A,Appointment Booked,19,Yes,
L07773,2025-08-13,P07773,Referral,General Dentistry,Clinic B,Appointment Booked,31,Yes,
L07774,2025-06-13,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,45,No,
L07775,2025-06-11,P07775,Google Ads,Dental Implant,Clinic C,Appointment Booked,11,Yes,
L07776,2025-01-18,P07776,Google Ads,Root Canal,Clinic B,Appointment Booked,23,Yes,2025-01-02
L07777,2025-11-27,P07777,Instagram,Dental Crown,Clinic C,Appointment Booked,21,Yes,2025-09-12
L07778,2025-11-07,,Google Ads,Teeth Whitening,Clinic D,Contacted - No Appointment,33,No,
L07779,2025-12-11,,Google Organic,Dental Crown,Clinic A,Contacted - No Appointment,14,No,
L07780,2025-04-10,P07780,Referral,Teeth Whitening,Clinic C,Appointment Booked,10,Yes,2025-11-04
L07781,2025-03-03,,Referral,Root Canal,Clinic A,Contacted - No Appointment,12,No,
L07782,2025-09-05,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,28,No,
L07783,2025-04-20,,Instagram,Invisalign,Clinic C,Contacted - No Appointment,4,No,
L07784,2025-10-05,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,12,No,
L07785,2025-08-10,P07785,Instagram,Root Canal,Clinic A,Appointment Booked,17,Yes,
L07786,2025-10-21,,Google Organic,Dental Implant,Clinic A,Contacted - No Appointment,23,No,
L07787,2025-12-13,,Facebook,Invisalign,Clinic C,Contacted - No Appointment,22,No,
L07788,2025-10-22,,Referral,Dental Crown,Clinic C,Contacted - No Appointment,8,No,
L07789,2025-12-19,,Google Organic,General Dentistry,Clinic A,Contacted - No Appointment,6,No,
L07790,2025-03-02,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,24,No,
L07791,2025-06-23,P07791,Instagram,Invisalign,Clinic A,Appointment Booked,11,Yes,
L07792,2025-05-01,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,17,No,
L07793,2025-09-16,P07793,Facebook,Invisalign,Clinic B,Appointment Booked,9,Yes,
L07794,2025-05-24,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,9,No,
L07795,2025-05-25,P07795,Referral,Root Canal,Clinic D,Appointment Booked,26,Yes,2025-04-06
L07796,2025-09-07,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,20,No,
L07797,2025-03-21,P07797,Instagram,General Dentistry,Clinic A,Appointment Booked,15,Yes,2025-02-04
L07798,2025-05-28,P07798,Google Organic,Root Canal,Clinic D,Appointment Booked,18,Yes,2025-10-06
L07799,2025-01-12,P07799,Google Organic,General Dentistry,Clinic A,Appointment Booked,12,Yes,
L07800,2025-11-25,,Google Organic,Invisalign,Clinic D,Contacted - No Appointment,19,No,
L07801,2025-11-09,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,14,No,
L07802,2025-01-31,,Google Organic,Root Canal,Clinic B,Not Contacted/Cold,46,No,
L07803,2025-03-27,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,12,No,
L07804,2025-11-16,P07804,Instagram,General Dentistry,Clinic A,Appointment Booked,10,Yes,
L07805,2025-06-14,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,36,No,
L07806,2025-06-18,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,15,No,
L07807,2025-02-04,,Referral,Root Canal,Clinic C,Contacted - No Appointment,38,No,
L07808,2025-08-17,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,27,No,
L07809,2025-05-24,P07809,Facebook,Dental Crown,Clinic D,Appointment Booked,9,Yes,
L07810,2025-11-26,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,19,No,
L07811,2025-02-22,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,7,No,
L07812,2025-10-16,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,44,No,
L07813,2025-08-01,P07813,Instagram,Root Canal,Clinic B,Appointment Booked,10,Yes,2025-11-08
L07814,2025-08-20,,Referral,Teeth Whitening,Clinic A,Contacted - No Appointment,1,No,
L07815,2025-02-01,P07815,Facebook,General Dentistry,Clinic A,Appointment Booked,8,Yes,2025-08-02
L07816,2025-01-10,,Facebook,Root Canal,Clinic A,Not Contacted/Cold,50,No,
L07817,2025-05-05,,Instagram,Root Canal,Clinic A,Contacted - No Appointment,23,No,
L07818,2025-11-13,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,19,No,
L07819,2025-05-17,,Referral,Dental Implant,Clinic A,Contacted - No Appointment,4,No,
L07820,2025-12-22,,Facebook,General Dentistry,Clinic C,Not Contacted/Cold,52,No,
L07821,2025-01-20,,Facebook,Invisalign,Clinic C,Contacted - No Appointment,40,No,
L07822,2025-09-21,,Facebook,Teeth Whitening,Clinic C,Contacted - No Appointment,8,No,
L07823,2025-07-25,P07823,Google Organic,Teeth Whitening,Clinic A,Appointment Booked,4,Yes,2025-01-08
L07824,2025-06-15,P07824,Instagram,Teeth Whitening,Clinic B,Appointment Booked,30,Yes,
L07825,2025-05-07,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,34,No,
L07826,2025-01-19,,Google Ads,Dental Crown,Clinic B,Contacted - No Appointment,24,No,
L07827,2025-04-29,,Referral,General Dentistry,Clinic A,Contacted - No Appointment,40,No,
L07828,2025-10-22,P07828,Google Organic,Dental Implant,Clinic C,Appointment Booked,22,Yes,2025-04-11
L07829,2025-04-26,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,11,No,
L07830,2025-09-21,,Google Organic,Teeth Whitening,Clinic C,Contacted - No Appointment,42,No,
L07831,2025-12-02,P07831,Instagram,Invisalign,Clinic B,Appointment Booked,11,Yes,2025-03-12
L07832,2025-06-22,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,18,No,
L07833,2025-12-25,P07833,Google Ads,Teeth Whitening,Clinic D,Appointment Booked,24,Yes,2026-01-01
L07834,2025-10-09,,Google Organic,General Dentistry,Clinic A,Contacted - No Appointment,17,No,
L07835,2025-07-21,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,45,No,
L07836,2025-05-05,,Google Organic,Dental Crown,Clinic D,Contacted - No Appointment,37,No,
L07837,2025-07-03,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,11,No,
L07838,2025-11-23,P07838,Google Organic,Teeth Whitening,Clinic B,Appointment Booked,45,Yes,2025-03-12
L07839,2025-04-09,P07839,Google Ads,Root Canal,Clinic B,Appointment Booked,4,Yes,
L07840,2025-12-10,P07840,Google Ads,Dental Crown,Clinic A,Appointment Booked,4,Yes,
L07841,2025-12-12,,Google Ads,Root Canal,Clinic A,Not Contacted/Cold,84,No,
L07842,2025-04-01,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,37,No,
L07843,2025-04-22,P07843,Facebook,Dental Implant,Clinic A,Appointment Booked,7,Yes,2025-03-05
L07844,2025-04-04,P07844,Google Ads,Dental Implant,Clinic B,Appointment Booked,15,Yes,2025-12-04
L07845,2025-06-13,P07845,Referral,Dental Crown,Clinic D,Appointment Booked,15,Yes,
L07846,2025-05-22,P07846,Instagram,General Dentistry,Clinic A,Appointment Booked,33,Yes,
L07847,2025-10-03,,Instagram,Dental Implant,Clinic D,Contacted - No Appointment,28,No,
L07848,2025-11-05,,Google Ads,Dental Implant,Clinic D,Contacted - No Appointment,43,No,
L07849,2025-10-25,P07849,Facebook,Root Canal,Clinic D,Appointment Booked,10,Yes,
L07850,2025-02-16,,Google Ads,Teeth Whitening,Clinic D,Contacted - No Appointment,35,No,
L07851,2025-12-29,P07851,Google Organic,Dental Implant,Clinic B,Appointment Booked,9,Yes,
L07852,2025-01-28,,Facebook,Invisalign,Clinic A,Contacted - No Appointment,24,No,
L07853,2025-07-27,,Google Organic,Invisalign,Clinic C,Contacted - No Appointment,24,No,
L07854,2025-05-07,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,17,No,
L07855,2025-01-07,,Referral,Invisalign,Clinic D,Contacted - No Appointment,9,No,
L07856,2025-11-19,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,26,No,
L07857,2025-02-20,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,34,No,
L07858,2025-04-06,,Instagram,Dental Crown,Clinic B,Not Contacted/Cold,68,No,
L07859,2025-03-01,P07859,Referral,Dental Implant,Clinic A,Appointment Booked,17,Yes,
L07860,2025-08-08,P07860,Instagram,Dental Crown,Clinic A,Appointment Booked,15,Yes,
L07861,2025-04-25,P07861,Google Ads,Root Canal,Clinic B,Appointment Booked,43,Yes,2025-07-05
L07862,2025-10-20,P07862,Facebook,General Dentistry,Clinic C,Appointment Booked,42,Yes,
L07863,2025-01-05,,Referral,Invisalign,Clinic D,Contacted - No Appointment,5,No,
L07864,2025-06-22,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,35,No,
L07865,2025-04-27,,Google Ads,Teeth Whitening,Clinic D,Contacted - No Appointment,32,No,
L07866,2025-08-02,,Google Organic,Invisalign,Clinic C,Contacted - No Appointment,16,No,
L07867,2025-07-14,P07867,Referral,General Dentistry,Clinic D,Appointment Booked,22,Yes,
L07868,2025-12-01,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,5,No,
L07869,2025-09-27,,Referral,Dental Crown,Clinic D,Contacted - No Appointment,34,No,
L07870,2025-09-20,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,30,No,
L07871,2025-07-28,,Facebook,Invisalign,Clinic A,Not Contacted/Cold,46,No,
L07872,2025-12-23,,Google Organic,Dental Crown,Clinic A,Contacted - No Appointment,10,No,
L07873,2025-03-02,,Google Organic,Invisalign,Clinic D,Contacted - No Appointment,12,No,
L07874,2025-09-04,P07874,Google Organic,Root Canal,Clinic A,Appointment Booked,17,Yes,2025-08-09
L07875,2025-11-25,P07875,Referral,Root Canal,Clinic B,Appointment Booked,4,Yes,2025-08-12
L07876,2025-05-23,,Facebook,Dental Crown,Clinic B,Contacted - No Appointment,14,No,
L07877,2025-05-06,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,43,No,
L07878,2025-10-23,,Facebook,Dental Implant,Clinic D,Contacted - No Appointment,25,No,
L07879,2025-11-03,P07879,Google Organic,Dental Crown,Clinic B,Appointment Booked,5,Yes,
L07880,2025-03-31,P07880,Google Ads,Root Canal,Clinic B,Appointment Booked,11,Yes,2025-06-04
L07881,2025-02-06,P07881,Google Organic,Invisalign,Clinic D,Appointment Booked,10,Yes,
L07882,2025-04-25,,Google Ads,Dental Implant,Clinic D,Not Contacted/Cold,52,No,
L07883,2025-08-29,P07883,Google Ads,Invisalign,Clinic D,Appointment Booked,28,Yes,2025-04-09
L07884,2025-06-03,,Facebook,Invisalign,Clinic B,Contacted - No Appointment,43,No,
L07885,2025-08-13,P07885,Google Organic,General Dentistry,Clinic A,Appointment Booked,3,Yes,
L07886,2025-07-31,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,18,No,
L07887,2025-09-30,,Google Organic,Dental Implant,Clinic C,Contacted - No Appointment,10,No,
L07888,2025-12-30,P07888,Facebook,Dental Implant,Clinic A,Appointment Booked,12,Yes,
L07889,2025-01-24,P07889,Google Ads,Dental Implant,Clinic B,Appointment Booked,15,Yes,2025-04-02
L07890,2025-09-18,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,16,No,
L07891,2025-10-11,,Google Organic,Invisalign,Clinic B,Contacted - No Appointment,14,No,
L07892,2025-09-06,P07892,Facebook,Root Canal,Clinic D,Appointment Booked,6,Yes,2025-07-09
L07893,2025-05-23,,Referral,Root Canal,Clinic A,Not Contacted/Cold,53,No,
L07894,2025-07-01,,Facebook,Teeth Whitening,Clinic C,Contacted - No Appointment,20,No,
L07895,2025-05-30,,Facebook,Invisalign,Clinic D,Not Contacted/Cold,64,No,
L07896,2025-09-28,,Facebook,Root Canal,Clinic A,Contacted - No Appointment,41,No,
L07897,2025-08-04,,Google Ads,Teeth Whitening,Clinic C,Contacted - No Appointment,12,No,
L07898,2025-01-17,,Instagram,Root Canal,Clinic D,Contacted - No Appointment,40,No,
L07899,2025-03-15,,Instagram,Teeth Whitening,Clinic D,Contacted - No Appointment,7,No,
L07900,2025-09-18,,Google Organic,Dental Crown,Clinic A,Contacted - No Appointment,12,No,
L07901,2025-08-06,P07901,Google Ads,Root Canal,Clinic A,Appointment Booked,15,Yes,2025-09-08
L07902,2025-05-02,P07902,Google Ads,Root Canal,Clinic A,Appointment Booked,19,Yes,2025-03-05
L07903,2025-09-12,P07903,Google Ads,General Dentistry,Clinic C,Appointment Booked,13,Yes,
L07904,2025-11-16,P07904,Google Ads,Dental Crown,Clinic C,Appointment Booked,17,Yes,
L07905,2025-08-28,P07905,Facebook,General Dentistry,Clinic C,Appointment Booked,23,Yes,2025-01-09
L07906,2025-03-30,P07906,Referral,Dental Implant,Clinic B,Appointment Booked,18,Yes,2025-04-04
L07907,2025-03-09,P07907,Instagram,Root Canal,Clinic A,Appointment Booked,16,Yes,
L07908,2025-12-17,P07908,Google Organic,General Dentistry,Clinic C,Appointment Booked,37,Yes,
L07909,2025-07-22,P07909,Facebook,Invisalign,Clinic B,Appointment Booked,40,Yes,2025-04-08
L07910,2025-09-10,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,26,No,
L07911,2025-11-09,,Google Ads,Dental Implant,Clinic B,Contacted - No Appointment,9,No,
L07912,2025-09-21,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,7,No,
L07913,2025-10-17,,Instagram,Root Canal,Clinic B,Contacted - No Appointment,19,No,
L07914,2025-06-12,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,11,No,
L07915,2025-04-21,P07915,Referral,General Dentistry,Clinic B,Appointment Booked,23,Yes,
L07916,2025-04-20,,Referral,Invisalign,Clinic A,Contacted - No Appointment,8,No,
L07917,2025-11-16,,Facebook,Dental Implant,Clinic B,Contacted - No Appointment,41,No,
L07918,2025-02-14,,Google Organic,Dental Implant,Clinic A,Not Contacted/Cold,54,No,
L07919,2025-09-10,,Instagram,Dental Crown,Clinic A,Contacted - No Appointment,19,No,
L07920,2025-12-04,P07920,Google Ads,General Dentistry,Clinic C,Appointment Booked,15,Yes,2025-10-12
L07921,2025-11-02,,Referral,Dental Implant,Clinic B,Not Contacted/Cold,58,No,
L07922,2025-06-10,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,30,No,
L07923,2025-10-06,,Google Organic,Invisalign,Clinic C,Not Contacted/Cold,51,No,
L07924,2025-07-08,P07924,Facebook,Teeth Whitening,Clinic C,Appointment Booked,18,Yes,2025-09-07
L07925,2025-06-05,P07925,Facebook,Dental Implant,Clinic D,Appointment Booked,9,Yes,
L07926,2025-09-22,,Facebook,Invisalign,Clinic A,Contacted - No Appointment,19,No,
L07927,2025-02-17,,Referral,Invisalign,Clinic C,Contacted - No Appointment,37,No,
L07928,2025-11-07,P07928,Google Ads,Dental Crown,Clinic D,Appointment Booked,30,Yes,
L07929,2025-07-30,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,17,No,
L07930,2025-02-22,P07930,Facebook,Root Canal,Clinic A,Appointment Booked,7,Yes,
L07931,2025-05-07,P07931,Google Ads,Dental Implant,Clinic B,Appointment Booked,15,Yes,
L07932,2025-10-27,P07932,Google Organic,Dental Crown,Clinic A,Appointment Booked,7,Yes,
L07933,2025-05-22,,Google Organic,Teeth Whitening,Clinic C,Not Contacted/Cold,58,No,
L07934,2025-09-08,,Referral,Dental Implant,Clinic C,Contacted - No Appointment,2,No,
L07935,2025-06-28,,Google Organic,Dental Implant,Clinic B,Contacted - No Appointment,10,No,
L07936,2025-02-13,,Referral,Invisalign,Clinic C,Contacted - No Appointment,15,No,
L07937,2025-02-17,P07937,Google Organic,Teeth Whitening,Clinic C,Appointment Booked,29,Yes,
L07938,2025-06-12,P07938,Referral,Dental Crown,Clinic B,Appointment Booked,23,Yes,
L07939,2025-09-30,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,4,No,
L07940,2025-11-16,P07940,Facebook,Invisalign,Clinic D,Appointment Booked,11,Yes,
L07941,2025-03-21,P07941,Referral,Invisalign,Clinic A,Appointment Booked,14,Yes,
L07942,2025-01-29,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,14,No,
L07943,2025-04-04,,Referral,Invisalign,Clinic A,Contacted - No Appointment,22,No,
L07944,2025-05-22,P07944,Google Ads,General Dentistry,Clinic C,Appointment Booked,44,Yes,
L07945,2025-06-12,,Referral,Dental Crown,Clinic D,Contacted - No Appointment,5,No,
L07946,2025-10-15,P07946,Google Organic,Dental Implant,Clinic D,Appointment Booked,21,Yes,
L07947,2025-06-17,P07947,Google Ads,Root Canal,Clinic B,Appointment Booked,7,Yes,
L07948,2025-11-15,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,34,No,
L07949,2025-10-22,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,25,No,
L07950,2025-04-09,P07950,Referral,General Dentistry,Clinic C,Appointment Booked,4,Yes,
L07951,2025-10-10,,Instagram,Invisalign,Clinic A,Contacted - No Appointment,32,No,
L07952,2025-11-15,,Referral,Dental Crown,Clinic C,Contacted - No Appointment,21,No,
L07953,2025-04-03,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,4,No,
L07954,2025-12-20,,Referral,General Dentistry,Clinic B,Contacted - No Appointment,17,No,
L07955,2025-10-04,P07955,Facebook,Root Canal,Clinic A,Appointment Booked,25,Yes,
L07956,2025-08-26,,Google Ads,Dental Crown,Clinic D,Not Contacted/Cold,91,No,
L07957,2025-11-16,P07957,Google Ads,Dental Implant,Clinic C,Appointment Booked,8,Yes,
L07958,2025-08-25,P07958,Referral,Invisalign,Clinic B,Appointment Booked,3,Yes,
L07959,2025-06-07,,Facebook,Invisalign,Clinic A,Contacted - No Appointment,11,No,
L07960,2025-06-26,P07960,Google Ads,Dental Implant,Clinic C,Appointment Booked,23,Yes,2025-05-07
L07961,2025-04-23,P07961,Google Ads,Invisalign,Clinic A,Appointment Booked,23,Yes,2025-02-05
L07962,2025-09-29,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,19,No,
L07963,2025-10-14,,Referral,General Dentistry,Clinic D,Contacted - No Appointment,18,No,
L07964,2025-12-03,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,16,No,
L07965,2025-01-23,,Instagram,Root Canal,Clinic C,Contacted - No Appointment,15,No,
L07966,2025-03-13,,Referral,General Dentistry,Clinic C,Not Contacted/Cold,46,No,
L07967,2025-02-07,,Facebook,Dental Implant,Clinic D,Contacted - No Appointment,9,No,
L07968,2025-01-10,,Google Organic,Root Canal,Clinic D,Contacted - No Appointment,12,No,
L07969,2025-08-10,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,5,No,
L07970,2025-08-17,P07970,Referral,Dental Implant,Clinic B,Appointment Booked,24,Yes,
L07971,2025-06-21,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,36,No,
L07972,2025-12-17,,Google Organic,Dental Implant,Clinic A,Contacted - No Appointment,19,No,
L07973,2025-08-14,,Instagram,Dental Implant,Clinic C,Not Contacted/Cold,48,No,
L07974,2025-08-03,P07974,Google Ads,Dental Implant,Clinic B,Appointment Booked,17,Yes,2025-10-08
L07975,2025-11-11,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,5,No,
L07976,2025-12-02,,Facebook,Dental Crown,Clinic A,Contacted - No Appointment,27,No,
L07977,2025-04-23,P07977,Google Ads,Dental Crown,Clinic B,Appointment Booked,3,Yes,2025-01-05
L07978,2025-03-02,P07978,Instagram,Dental Crown,Clinic D,Appointment Booked,10,Yes,2025-11-03
L07979,2025-02-14,,Referral,Invisalign,Clinic C,Contacted - No Appointment,16,No,
L07980,2025-05-30,P07980,Instagram,Dental Crown,Clinic C,Appointment Booked,9,Yes,2025-05-06
L07981,2025-07-15,,Facebook,Root Canal,Clinic B,Not Contacted/Cold,74,No,
L07982,2025-01-17,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,19,No,
L07983,2025-05-07,P07983,Google Ads,Dental Crown,Clinic B,Appointment Booked,18,Yes,2025-10-05
L07984,2025-03-13,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,26,No,
L07985,2025-04-26,P07985,Referral,Invisalign,Clinic A,Appointment Booked,9,Yes,2025-05-05
L07986,2025-05-29,,Referral,Teeth Whitening,Clinic B,Contacted - No Appointment,28,No,
L07987,2025-02-11,P07987,Facebook,Dental Crown,Clinic B,Appointment Booked,32,Yes,
L07988,2025-02-12,,Facebook,Dental Crown,Clinic B,Contacted - No Appointment,26,No,
L07989,2025-08-20,,Instagram,Root Canal,Clinic D,Not Contacted/Cold,77,No,
L07990,2025-01-13,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,12,No,
L07991,2025-04-01,,Google Organic,Dental Crown,Clinic B,Contacted - No Appointment,17,No,
L07992,2025-06-29,,Google Organic,Teeth Whitening,Clinic B,Contacted - No Appointment,5,No,
L07993,2025-04-02,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,15,No,
L07994,2025-05-31,,Referral,General Dentistry,Clinic B,Contacted - No Appointment,18,No,
L07995,2025-02-18,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,24,No,
L07996,2025-04-17,,Facebook,Root Canal,Clinic D,Contacted - No Appointment,18,No,
L07997,2025-01-25,P07997,Referral,General Dentistry,Clinic B,Appointment Booked,9,Yes,2025-04-02
L07998,2025-04-01,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,26,No,
L07999,2025-11-09,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,23,No,
L08000,2025-02-25,,Google Ads,Dental Implant,Clinic D,Contacted - No Appointment,16,No,
L08001,2025-07-06,,Instagram,Dental Crown,Clinic A,Contacted - No Appointment,12,No,
L08002,2025-11-15,P08002,Google Ads,General Dentistry,Clinic B,Appointment Booked,10,Yes,
L08003,2025-12-06,,Facebook,Teeth Whitening,Clinic C,Contacted - No Appointment,43,No,
L08004,2025-05-19,,Facebook,Teeth Whitening,Clinic C,Contacted - No Appointment,31,No,
L08005,2025-10-11,P08005,Google Organic,Dental Implant,Clinic B,Appointment Booked,30,Yes,
L08006,2025-05-24,P08006,Google Ads,Root Canal,Clinic C,Appointment Booked,18,Yes,2025-02-06
L08007,2025-07-12,P08007,Google Organic,Invisalign,Clinic A,Appointment Booked,35,Yes,
L08008,2025-07-17,P08008,Facebook,Invisalign,Clinic B,Appointment Booked,21,Yes,
L08009,2025-09-30,P08009,Instagram,Dental Crown,Clinic B,Appointment Booked,17,Yes,2025-08-10
L08010,2025-05-25,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,9,No,
L08011,2025-03-15,,Instagram,Dental Crown,Clinic B,Contacted - No Appointment,18,No,
L08012,2025-08-01,P08012,Google Organic,Root Canal,Clinic D,Appointment Booked,2,Yes,2025-08-08
