date,platform,campaign,clinic,spend,impressions,clicks,leads
2025-11-04,Meta Ads,Dental Implant,Clinic A,7648.16,128786,5037,26
2025-11-04,Meta Ads,Invisalign,Clinic A,6109.88,70586,2005,18
2025-11-04,Google Ads,Root Canal,Clinic A,5715.32,91622,2583,26
2025-11-04,Meta Ads,Dental Crown,Clinic A,4780.51,48417,3057,17
2025-11-04,Meta Ads,Teeth Whitening,Clinic A,3470.94,33158,2035,25
2025-11-04,Google Ads,General Dentistry,Clinic A,3355.18,50700,2131,33
2025-11-04,Meta Ads,Dental Implant,Clinic B,9864.18,171002,6846,33
2025-11-04,Instagram,Invisalign,Clinic B,7797.99,70935,3714,20
2025-11-04,Google Ads,Root Canal,Clinic B,5865.48,68927,3365,28
2025-11-04,Meta Ads,Dental Crown,Clinic B,5474.65,91982,4080,29
2025-11-04,Meta Ads,Teeth Whitening,Clinic B,4138.79,56124,2158,39
2025-11-04,Google Ads,General Dentistry,Clinic B,4153.27,73404,3095,38
2025-11-04,Meta Ads,Dental Implant,Clinic C,10812.64,138057,7807,32
2025-11-04,Google Ads,Invisalign,Clinic C,6182.72,65734,3008,17
2025-11-04,Google Ads,Root Canal,Clinic C,8141.07,104166,5713,39
2025-11-04,Google Ads,Dental Crown,Clinic C,5047.08,72415,4559,24
2025-11-04,Meta Ads,Teeth Whitening,Clinic C,3736.86,67069,3663,36
2025-11-04,Meta Ads,General Dentistry,Clinic C,3600.29,38849,1013,32
2025-11-04,Google Ads,Dental Implant,Clinic D,8244.26,66910,3018,26
2025-11-04,Google Ads,Invisalign,Clinic D,7206.56,94020,5485,23
2025-11-04,Meta Ads,Root Canal,Clinic D,6861.05,97179,5370,39
2025-11-04,Google Ads,Dental Crown,Clinic D,5306.54,90217,2834,28
2025-11-04,Meta Ads,Teeth Whitening,Clinic D,5091.63,64618,3635,46
2025-11-04,Google Ads,General Dentistry,Clinic D,4596.93,61250,2639,49
2025-11-05,Google Ads,Dental Implant,Clinic A,9687.49,149371,4575,25
2025-11-05,Meta Ads,Invisalign,Clinic A,7092.98,76809,3551,23
2025-11-05,Google Ads,Root Canal,Clinic A,6309.01,104475,2649,38
2025-11-05,Meta Ads,Dental Crown,Clinic A,5118.74,89412,2666,32
2025-11-05,Google Ads,Teeth Whitening,Clinic A,3725.33,36064,2168,26
2025-11-05,Google Ads,General Dentistry,Clinic A,4304.8,40401,2210,44
2025-11-05,Google Ads,Dental Implant,Clinic B,10075.13,173114,6566,31
2025-11-05,Meta Ads,Invisalign,Clinic B,5656.24,75021,2647,15
2025-11-05,Meta Ads,Root Canal,Clinic B,5897.86,49250,1743,30
2025-11-05,Meta Ads,Dental Crown,Clinic B,5093.78,76335,3988,37
2025-11-05,Meta Ads,Teeth Whitening,Clinic B,4016.89,33753,1968,38
2025-11-05,Google Ads,General Dentistry,Clinic B,5128.7,72154,1972,49
2025-11-05,Google Ads,Dental Implant,Clinic C,8780.44,94197,3100,31
2025-11-05,Meta Ads,Invisalign,Clinic C,7960.33,80819,5251,16
2025-11-05,Google Ads,Root Canal,Clinic C,4794.48,76511,3336,23
2025-11-05,Meta Ads,Dental Crown,Clinic C,4845.45,65937,2117,26
2025-11-05,Meta Ads,Teeth Whitening,Clinic C,3538.73,37471,2346,31
2025-11-05,Google Ads,General Dentistry,Clinic C,4355.16,50976,3227,49
2025-11-05,Instagram,Dental Implant,Clinic D,10007.95,158990,6285,33
2025-11-05,Instagram,Invisalign,Clinic D,8706.02,114564,6249,24
2025-11-05,Meta Ads,Root Canal,Clinic D,5586.46,94368,5463,31
2025-11-05,Meta Ads,Dental Crown,Clinic D,5318.83,65745,1690,23
2025-11-05,Instagram,Teeth Whitening,Clinic D,3709.95,52055,1993,34
2025-11-05,Google Ads,General Dentistry,Clinic D,4130.25,39298,1140,43
2025-11-06,Google Ads,Dental Implant,Clinic A,11798.03,199433,9516,38
2025-11-06,Meta Ads,Invisalign,Clinic A,5785.22,48221,2615,13
2025-11-06,Google Ads,Root Canal,Clinic A,7444.19,133064,3432,43
2025-11-06,Google Ads,Dental Crown,Clinic A,5546.67,52990,2024,30
2025-11-06,Meta Ads,Teeth Whitening,Clinic A,3736.46,46286,2293,33
2025-11-06,Google Ads,General Dentistry,Clinic A,4994.65,79561,4584,47
2025-11-06,Google Ads,Dental Implant,Clinic B,8295.15,96318,3561,31
2025-11-06,Google Ads,Invisalign,Clinic B,8927.42,133389,4736,23
2025-11-06,Google Ads,Root Canal,Clinic B,6613.53,99159,6330,36
2025-11-06,Meta Ads,Dental Crown,Clinic B,3515.16,32059,930,13
2025-11-06,Google Ads,Teeth Whitening,Clinic B,4643.32,58540,3164,38
2025-11-06,Google Ads,General Dentistry,Clinic B,5009.04,42266,2168,48
2025-11-06,Meta Ads,Dental Implant,Clinic C,8085.77,94593,4901,25
2025-11-06,Meta Ads,Invisalign,Clinic C,9250.39,154898,4761,25
2025-11-06,Meta Ads,Root Canal,Clinic C,7227.5,85000,4057,31
2025-11-06,Meta Ads,Dental Crown,Clinic C,5008.7,48297,1556,23
2025-11-06,Meta Ads,Teeth Whitening,Clinic C,3425.02,53303,2560,34
2025-11-06,Meta Ads,General Dentistry,Clinic C,4392.94,47846,2319,44
2025-11-06,Meta Ads,Dental Implant,Clinic D,8591.58,96656,5775,26
2025-11-06,Meta Ads,Invisalign,Clinic D,6437.11,85227,2162,20
2025-11-06,Google Ads,Root Canal,Clinic D,7165.15,96524,5668,42
2025-11-06,Google Ads,Dental Crown,Clinic D,5698.02,62845,3722,29
2025-11-06,Meta Ads,Teeth Whitening,Clinic D,3071.3,39233,1566,28
2025-11-06,Instagram,General Dentistry,Clinic D,4519.54,54781,3133,44
2025-11-07,Meta Ads,Dental Implant,Clinic A,7015.53,70466,3802,22
2025-11-07,Meta Ads,Invisalign,Clinic A,5988.47,57961,2973,11
2025-11-07,Google Ads,Root Canal,Clinic A,7406.98,119296,5838,45
2025-11-07,Google Ads,Dental Crown,Clinic A,5775.26,91963,2928,32
2025-11-07,Google Ads,Teeth Whitening,Clinic A,4171.52,38821,1496,37
2025-11-07,Google Ads,General Dentistry,Clinic A,4270.98,59651,2959,49
2025-11-07,Google Ads,Dental Implant,Clinic B,6929.02,109020,3640,23
2025-11-07,Instagram,Invisalign,Clinic B,9086.36,122504,5774,27
2025-11-07,Instagram,Root Canal,Clinic B,6739.36,58502,3779,31
2025-11-07,Meta Ads,Dental Crown,Clinic B,4791.55,81026,2289,24
2025-11-07,Google Ads,Teeth Whitening,Clinic B,3737.12,37681,2136,33
2025-11-07,Google Ads,General Dentistry,Clinic B,1953.87,28793,1469,13
2025-11-07,Meta Ads,Dental Implant,Clinic C,10328.09,173273,10521,27
2025-11-07,Google Ads,Invisalign,Clinic C,7718.22,86212,4955,22
2025-11-07,Meta Ads,Root Canal,Clinic C,8595.94,89278,5552,42
2025-11-07,Instagram,Dental Crown,Clinic C,5141.25,44805,2219,30
2025-11-07,Google Ads,Teeth Whitening,Clinic C,3274.68,54819,3251,29
2025-11-07,Google Ads,General Dentistry,Clinic C,4821.6,61993,3939,52
2025-11-07,Meta Ads,Dental Implant,Clinic D,8199.83,68242,2282,29
2025-11-07,Instagram,Invisalign,Clinic D,9710.97,144205,4495,28
2025-11-07,Google Ads,Root Canal,Clinic D,7318.59,68286,3078,38
2025-11-07,Meta Ads,Dental Crown,Clinic D,4850.6,64804,1904,23
2025-11-07,Meta Ads,Teeth Whitening,Clinic D,3989.17,34871,880,41
2025-11-07,Meta Ads,General Dentistry,Clinic D,6778.82,115712,5480,66
2025-11-08,Google Ads,Dental Implant,Clinic A,7657.77,113466,4433,14
2025-11-08,Meta Ads,Invisalign,Clinic A,11327.77,176696,4997,39
2025-11-08,Instagram,Root Canal,Clinic A,5824.57,51935,2277,26
2025-11-08,Google Ads,Dental Crown,Clinic A,4476.03,42066,1158,22
2025-11-08,Google Ads,Teeth Whitening,Clinic A,3443.64,59173,2425,33
2025-11-08,Meta Ads,General Dentistry,Clinic A,3812.48,48343,1443,40
2025-11-08,Google Ads,Dental Implant,Clinic B,10291.11,158977,9785,28
2025-11-08,Google Ads,Invisalign,Clinic B,7177.13,119744,6104,21
2025-11-08,Instagram,Root Canal,Clinic B,6445.01,83315,4553,29
2025-11-08,Instagram,Dental Crown,Clinic B,4919.85,81143,3854,25
2025-11-08,Meta Ads,Teeth Whitening,Clinic B,3962.78,63092,3405,37
2025-11-08,Meta Ads,General Dentistry,Clinic B,5429.52,68724,1899,55
2025-11-08,Meta Ads,Dental Implant,Clinic C,7993.11,83921,2920,28
2025-11-08,Meta Ads,Invisalign,Clinic C,6545.88,81100,2107,19
2025-11-08,Google Ads,Root Canal,Clinic C,6487.09,55944,3527,31
2025-11-08,Meta Ads,Dental Crown,Clinic C,4584.62,80199,4490,31
2025-11-08,Google Ads,Teeth Whitening,Clinic C,3430.79,46329,2143,27
2025-11-08,Instagram,General Dentistry,Clinic C,4224.43,63887,2486,49
2025-11-08,Meta Ads,Dental Implant,Clinic D,9779.01,103217,4489,28
2025-11-08,Meta Ads,Invisalign,Clinic D,8459.85,105859,2915,28
2025-11-08,Meta Ads,Root Canal,Clinic D,5356.04,81902,2804,31
2025-11-08,Meta Ads,Dental Crown,Clinic D,6423.48,64664,3821,29
2025-11-08,Instagram,Teeth Whitening,Clinic D,2882.07,38526,2439,23
2025-11-08,Meta Ads,General Dentistry,Clinic D,3722.4,62556,3080,39
2025-11-09,Google Ads,Dental Implant,Clinic A,9886.75,80187,4410,32
2025-11-09,Meta Ads,Invisalign,Clinic A,10643.13,130536,4916,30
2025-11-09,Meta Ads,Root Canal,Clinic A,6836.86,99342,3741,39
2025-11-09,Google Ads,Dental Crown,Clinic A,4098.35,51084,1787,24
2025-11-09,Meta Ads,Teeth Whitening,Clinic A,2911.27,39590,1942,26
2025-11-09,Google Ads,General Dentistry,Clinic A,5152.92,46985,2993,50
2025-11-09,Google Ads,Dental Implant,Clinic B,8041.89,140575,8552,21
2025-11-09,Meta Ads,Invisalign,Clinic B,8153.38,139013,4183,29
2025-11-09,Meta Ads,Root Canal,Clinic B,6821.71,110143,3489,40
2025-11-09,Google Ads,Dental Crown,Clinic B,6625.91,89838,3553,38
2025-11-09,Meta Ads,Teeth Whitening,Clinic B,3574.87,34688,1590,35
2025-11-09,Meta Ads,General Dentistry,Clinic B,4292.38,63031,1774,37
2025-11-09,Google Ads,Dental Implant,Clinic C,7456.89,66612,3650,29
2025-11-09,Google Ads,Invisalign,Clinic C,8367.54,143101,6308,20
2025-11-09,Google Ads,Root Canal,Clinic C,8647.9,150291,9578,49
2025-11-09,Google Ads,Dental Crown,Clinic C,5579.53,80200,4735,32
2025-11-09,Meta Ads,Teeth Whitening,Clinic C,2960.4,34990,894,27
2025-11-09,Meta Ads,General Dentistry,Clinic C,5196.43,46960,1215,51
2025-11-09,Google Ads,Dental Implant,Clinic D,7159.21,91665,5869,27
2025-11-09,Meta Ads,Invisalign,Clinic D,8767.76,131064,4825,25
2025-11-09,Meta Ads,Root Canal,Clinic D,7051.57,124235,5621,30
2025-11-09,Meta Ads,Dental Crown,Clinic D,4155.94,37803,1945,20
2025-11-09,Meta Ads,Teeth Whitening,Clinic D,3963.21,57144,2252,36
2025-11-09,Google Ads,General Dentistry,Clinic D,2870.14,32686,1720,27
2025-11-10,Google Ads,Dental Implant,Clinic A,9321.23,122671,5233,33
2025-11-10,Meta Ads,Invisalign,Clinic A,7463.04,102044,5268,18
2025-11-10,Google Ads,Root Canal,Clinic A,5802.44,48271,2190,34
2025-11-10,Instagram,Dental Crown,Clinic A,3895.67,50139,1612,17
2025-11-10,Meta Ads,Teeth Whitening,Clinic A,2347.29,35258,1143,15
2025-11-10,Instagram,General Dentistry,Clinic A,3448.33,30446,1678,35
2025-11-10,Google Ads,Dental Implant,Clinic B,10434.12,187478,5355,38
2025-11-10,Meta Ads,Invisalign,Clinic B,6640.08,104773,4788,21
2025-11-10,Google Ads,Root Canal,Clinic B,4899.25,77157,4893,20
2025-11-10,Meta Ads,Dental Crown,Clinic B,4647.15,41071,1954,24
2025-11-10,Instagram,Teeth Whitening,Clinic B,2801.81,34876,1978,24
2025-11-10,Meta Ads,General Dentistry,Clinic B,4136.39,59201,2692,31
2025-11-10,Google Ads,Dental Implant,Clinic C,8453.52,96670,3505,34
2025-11-10,Meta Ads,Invisalign,Clinic C,9525.52,104872,3660,22
2025-11-10,Google Ads,Root Canal,Clinic C,5509.53,77583,3266,23
2025-11-10,Meta Ads,Dental Crown,Clinic C,5999.69,63331,3318,33
2025-11-10,Google Ads,Teeth Whitening,Clinic C,3340.55,38078,1441,26
2025-11-10,Meta Ads,General Dentistry,Clinic C,3751.86,37919,1718,36
2025-11-10,Meta Ads,Dental Implant,Clinic D,6970.16,79108,2125,28
2025-11-10,Google Ads,Invisalign,Clinic D,7838.04,71591,4189,21
2025-11-10,Google Ads,Root Canal,Clinic D,7088.18,101146,5264,37
2025-11-10,Google Ads,Dental Crown,Clinic D,5463.64,52392,1635,36
2025-11-10,Meta Ads,Teeth Whitening,Clinic D,3709.05,36810,1537,26
2025-11-10,Meta Ads,General Dentistry,Clinic D,4394.67,56756,2298,51
2025-11-11,Meta Ads,Dental Implant,Clinic A,8109.76,119997,6465,22
2025-11-11,Instagram,Invisalign,Clinic A,9169.95,148925,3783,24
2025-11-11,Meta Ads,Root Canal,Clinic A,7235.92,126890,6930,38
2025-11-11,Meta Ads,Dental Crown,Clinic A,4654.92,83567,4787,18
2025-11-11,Google Ads,Teeth Whitening,Clinic A,3570.02,41887,1442,29
2025-11-11,Google Ads,General Dentistry,Clinic A,4427.43,51439,2214,45
2025-11-11,Google Ads,Dental Implant,Clinic B,11587.71,122739,6126,33
2025-11-11,Google Ads,Invisalign,Clinic B,8748.98,128118,6849,24
2025-11-11,Meta Ads,Root Canal,Clinic B,5005.21,44531,2012,25
2025-11-11,Google Ads,Dental Crown,Clinic B,5125.91,88201,4763,33
2025-11-11,Google Ads,Teeth Whitening,Clinic B,2345.74,27487,1369,23
2025-11-11,Instagram,General Dentistry,Clinic B,5992.21,58674,2923,58
2025-11-11,Meta Ads,Dental Implant,Clinic C,12044.47,123703,5365,35
2025-11-11,Meta Ads,Invisalign,Clinic C,6447.42,83049,5038,22
2025-11-11,Google Ads,Root Canal,Clinic C,6544.59,55407,1782,40
2025-11-11,Meta Ads,Dental Crown,Clinic C,4423.56,66054,3890,19
2025-11-11,Google Ads,Teeth Whitening,Clinic C,5136.75,49815,2435,47
2025-11-11,Meta Ads,General Dentistry,Clinic C,5045.05,62738,4005,52
2025-11-11,Meta Ads,Dental Implant,Clinic D,9886.78,164331,4683,30
2025-11-11,Meta Ads,Invisalign,Clinic D,9720.99,160279,6750,20
2025-11-11,Google Ads,Root Canal,Clinic D,7110.6,86949,4332,33
2025-11-11,Meta Ads,Dental Crown,Clinic D,4811.7,64003,2722,21
2025-11-11,Meta Ads,Teeth Whitening,Clinic D,4325.11,44706,2890,35
2025-11-11,Google Ads,General Dentistry,Clinic D,3029.16,28977,902,35
2025-11-12,Instagram,Dental Implant,Clinic A,9736.56,117117,5148,32
2025-11-12,Google Ads,Invisalign,Clinic A,8282.41,99057,5593,22
2025-11-12,Google Ads,Root Canal,Clinic A,7089.19,103354,6183,39
2025-11-12,Meta Ads,Dental Crown,Clinic A,5612.53,91733,5028,27
2025-11-12,Google Ads,Teeth Whitening,Clinic A,2566.32,40388,2206,26
2025-11-12,Google Ads,General Dentistry,Clinic A,5064.56,64989,2942,49
2025-11-12,Google Ads,Dental Implant,Clinic B,5773.9,80063,4740,13
2025-11-12,Meta Ads,Invisalign,Clinic B,8997.08,84572,5011,22
2025-11-12,Meta Ads,Root Canal,Clinic B,7556.72,121648,5217,38
2025-11-12,Meta Ads,Dental Crown,Clinic B,5116.56,43676,1809,23
2025-11-12,Meta Ads,Teeth Whitening,Clinic B,2596.46,23060,1167,29
2025-11-12,Google Ads,General Dentistry,Clinic B,5065.29,62639,4070,48
2025-11-12,Meta Ads,Dental Implant,Clinic C,7525.62,92502,2818,24
2025-11-12,Meta Ads,Invisalign,Clinic C,7436.08,121104,4729,20
2025-11-12,Meta Ads,Root Canal,Clinic C,6669.09,117439,5496,28
2025-11-12,Meta Ads,Dental Crown,Clinic C,5147.25,77960,4911,28
2025-11-12,Meta Ads,Teeth Whitening,Clinic C,2742.52,29026,1251,29
2025-11-12,Meta Ads,General Dentistry,Clinic C,4146.38,47242,1276,44
2025-11-12,Meta Ads,Dental Implant,Clinic D,8131.41,97411,4019,23
2025-11-12,Meta Ads,Invisalign,Clinic D,7011.06,98192,3659,20
2025-11-12,Google Ads,Root Canal,Clinic D,6192.52,65404,3929,31
2025-11-12,Meta Ads,Dental Crown,Clinic D,4760.78,68963,3433,29
2025-11-12,Google Ads,Teeth Whitening,Clinic D,3191.84,34113,1356,26
2025-11-12,Google Ads,General Dentistry,Clinic D,5408.65,51769,3224,47
2025-11-13,Meta Ads,Dental Implant,Clinic A,8910.01,143868,5624,27
2025-11-13,Google Ads,Invisalign,Clinic A,8707.85,139561,5053,18
2025-11-13,Google Ads,Root Canal,Clinic A,7400.6,93830,4587,37
2025-11-13,Google Ads,Dental Crown,Clinic A,5675.7,85778,2524,28
2025-11-13,Meta Ads,Teeth Whitening,Clinic A,2465.66,23559,750,23
2025-11-13,Google Ads,General Dentistry,Clinic A,4244.28,61587,1891,46
2025-11-13,Google Ads,Dental Implant,Clinic B,7107.9,70700,2530,22
2025-11-13,Google Ads,Invisalign,Clinic B,8281.46,99967,3823,29
2025-11-13,Google Ads,Root Canal,Clinic B,6926.31,106046,3391,38
2025-11-13,Google Ads,Dental Crown,Clinic B,5054.94,72595,4713,25
2025-11-13,Meta Ads,Teeth Whitening,Clinic B,4276.58,61751,1600,34
2025-11-13,Google Ads,General Dentistry,Clinic B,4074.08,65437,4012,41
2025-11-13,Google Ads,Dental Implant,Clinic C,5775.41,76289,3786,19
2025-11-13,Google Ads,Invisalign,Clinic C,7613.3,75511,1984,24
2025-11-13,Instagram,Root Canal,Clinic C,6186.34,103056,4456,38
2025-11-13,Meta Ads,Dental Crown,Clinic C,3788.04,36033,1688,24
2025-11-13,Google Ads,Teeth Whitening,Clinic C,4499.28,68647,3135,35
2025-11-13,Google Ads,General Dentistry,Clinic C,4025.56,39480,1405,45
2025-11-13,Meta Ads,Dental Implant,Clinic D,11455.54,142622,6446,43
2025-11-13,Meta Ads,Invisalign,Clinic D,9258.09,154940,7046,24
2025-11-13,Google Ads,Root Canal,Clinic D,8872.3,79415,4368,47
2025-11-13,Meta Ads,Dental Crown,Clinic D,4184.74,44854,1664,25
2025-11-13,Google Ads,Teeth Whitening,Clinic D,3010.95,31813,1764,27
2025-11-13,Google Ads,General Dentistry,Clinic D,4198.38,59494,2567,40
2025-11-14,Google Ads,Dental Implant,Clinic A,9122.27,156453,6698,29
2025-11-14,Meta Ads,Invisalign,Clinic A,8869.39,116566,7423,21
2025-11-14,Google Ads,Root Canal,Clinic A,6204.65,88566,3092,30
2025-11-14,Google Ads,Dental Crown,Clinic A,4234.59,48321,2223,19
2025-11-14,Meta Ads,Teeth Whitening,Clinic A,2497.81,36360,2119,23
2025-11-14,Meta Ads,General Dentistry,Clinic A,4309.62,74312,3683,48
2025-11-14,Meta Ads,Dental Implant,Clinic B,9454.18,78366,2472,28
2025-11-14,Meta Ads,Invisalign,Clinic B,7937.57,115710,6686,30
2025-11-14,Meta Ads,Root Canal,Clinic B,4221.72,33786,2103,25
2025-11-14,Google Ads,Dental Crown,Clinic B,4536.99,50896,1692,27
2025-11-14,Meta Ads,Teeth Whitening,Clinic B,3829.23,61640,2937,34
2025-11-14,Meta Ads,General Dentistry,Clinic B,4130.11,53439,3168,39
2025-11-14,Google Ads,Dental Implant,Clinic C,8748.96,126625,3820,34
2025-11-14,Meta Ads,Invisalign,Clinic C,7674.07,131773,8016,23
2025-11-14,Google Ads,Root Canal,Clinic C,5313.7,78737,2168,30
2025-11-14,Meta Ads,Dental Crown,Clinic C,4639.71,57529,2023,27
2025-11-14,Google Ads,Teeth Whitening,Clinic C,2413.87,26737,1423,19
2025-11-14,Google Ads,General Dentistry,Clinic C,4123.69,35772,1068,45
2025-11-14,Meta Ads,Dental Implant,Clinic D,8150.05,146318,4941,32
2025-11-14,Google Ads,Invisalign,Clinic D,11740.95,143158,6878,38
2025-11-14,Instagram,Root Canal,Clinic D,6669.33,116600,6206,35
2025-11-14,Meta Ads,Dental Crown,Clinic D,5611.32,91469,4919,32
2025-11-14,Meta Ads,Teeth Whitening,Clinic D,3445.65,58399,1674,20
2025-11-14,Meta Ads,General Dentistry,Clinic D,3778.12,45988,2489,39
2025-11-15,Meta Ads,Dental Implant,Clinic A,7613.92,120114,3637,27
2025-11-15,Instagram,Invisalign,Clinic A,8435.08,132881,3361,19
2025-11-15,Meta Ads,Root Canal,Clinic A,5770.64,50448,1647,28
2025-11-15,Meta Ads,Dental Crown,Clinic A,3574.99,29942,1624,25
2025-11-15,Google Ads,Teeth Whitening,Clinic A,3998.67,40933,2293,38
2025-11-15,Instagram,General Dentistry,Clinic A,2850.92,38530,2204,34
2025-11-15,Meta Ads,Dental Implant,Clinic B,5743.94,47436,1465,24
2025-11-15,Meta Ads,Invisalign,Clinic B,6449.01,95391,4382,20
2025-11-15,Meta Ads,Root Canal,Clinic B,3506.53,39075,1236,22
2025-11-15,Google Ads,Dental Crown,Clinic B,5125.16,91619,5383,33
2025-11-15,Google Ads,Teeth Whitening,Clinic B,3709.48,66313,4015,35
2025-11-15,Google Ads,General Dentistry,Clinic B,5585.88,97264,3104,61
2025-11-15,Google Ads,Dental Implant,Clinic C,9642.44,122678,4335,28
2025-11-15,Google Ads,Invisalign,Clinic C,7973.04,86784,3356,29
2025-11-15,Meta Ads,Root Canal,Clinic C,4899.38,64471,1766,19
2025-11-15,Meta Ads,Dental Crown,Clinic C,5620.52,67583,4348,31
2025-11-15,Meta Ads,Teeth Whitening,Clinic C,3607.51,30747,1309,28
2025-11-15,Meta Ads,General Dentistry,Clinic C,4402.94,68786,2468,43
2025-11-15,Meta Ads,Dental Implant,Clinic D,10450.61,124883,7912,43
2025-11-15,Meta Ads,Invisalign,Clinic D,7765.43,71660,3897,19
2025-11-15,Google Ads,Root Canal,Clinic D,5879.61,73782,2650,30
2025-11-15,Meta Ads,Dental Crown,Clinic D,3947.01,50829,1988,15
2025-11-15,Google Ads,Teeth Whitening,Clinic D,3979.12,52797,2228,36
2025-11-15,Google Ads,General Dentistry,Clinic D,4859.18,85450,3447,46
2025-11-16,Instagram,Dental Implant,Clinic A,9552.2,134623,3520,31
2025-11-16,Google Ads,Invisalign,Clinic A,5773.75,89730,5417,17
2025-11-16,Google Ads,Root Canal,Clinic A,7769.24,98931,3500,44
2025-11-16,Meta Ads,Dental Crown,Clinic A,4686.3,51467,1940,23
2025-11-16,Google Ads,Teeth Whitening,Clinic A,3149.67,52980,3293,18
2025-11-16,Google Ads,General Dentistry,Clinic A,4475.92,73428,1854,47
2025-11-16,Google Ads,Dental Implant,Clinic B,5938.94,74985,2668,14
2025-11-16,Meta Ads,Invisalign,Clinic B,7112.19,95781,3301,21
2025-11-16,Instagram,Root Canal,Clinic B,6810.65,65847,4153,37
2025-11-16,Meta Ads,Dental Crown,Clinic B,5164.07,73241,3565,25
2025-11-16,Meta Ads,Teeth Whitening,Clinic B,4733.33,52012,1972,49
2025-11-16,Google Ads,General Dentistry,Clinic B,4668.03,49892,2669,48
2025-11-16,Meta Ads,Dental Implant,Clinic C,7279.34,74104,2170,28
2025-11-16,Google Ads,Invisalign,Clinic C,7600.17,124938,6228,21
2025-11-16,Google Ads,Root Canal,Clinic C,6876.91,91910,5913,32
2025-11-16,Google Ads,Dental Crown,Clinic C,5204.76,88199,2567,28
2025-11-16,Meta Ads,Teeth Whitening,Clinic C,3670.18,51129,3108,26
2025-11-16,Google Ads,General Dentistry,Clinic C,4545.58,64986,4133,44
2025-11-16,Google Ads,Dental Implant,Clinic D,11613.45,157479,9946,35
2025-11-16,Google Ads,Invisalign,Clinic D,8481.39,121186,5286,20
2025-11-16,Meta Ads,Root Canal,Clinic D,5062.44,50007,2463,23
2025-11-16,Meta Ads,Dental Crown,Clinic D,5018.07,58560,3267,25
2025-11-16,Meta Ads,Teeth Whitening,Clinic D,3156.73,27992,805,24
2025-11-16,Instagram,General Dentistry,Clinic D,5722.15,100323,4068,50
2025-11-17,Google Ads,Dental Implant,Clinic A,11528.76,122152,3880,38
2025-11-17,Meta Ads,Invisalign,Clinic A,10855.53,126469,7278,31
2025-11-17,Google Ads,Root Canal,Clinic A,5147.82,70453,3355,33
2025-11-17,Meta Ads,Dental Crown,Clinic A,4830.64,52778,2390,25
2025-11-17,Instagram,Teeth Whitening,Clinic A,3802.58,43510,1669,36
2025-11-17,Meta Ads,General Dentistry,Clinic A,5594.8,84005,5134,50
2025-11-17,Meta Ads,Dental Implant,Clinic B,11388.2,142261,9194,36
2025-11-17,Google Ads,Invisalign,Clinic B,8284.16,91017,4845,22
2025-11-17,Google Ads,Root Canal,Clinic B,7724.18,72647,2236,46
2025-11-17,Google Ads,Dental Crown,Clinic B,5705.19,95007,4845,35
2025-11-17,Google Ads,Teeth Whitening,Clinic B,3649.9,30915,1883,36
2025-11-17,Meta Ads,General Dentistry,Clinic B,4535.45,54368,3195,45
2025-11-17,Instagram,Dental Implant,Clinic C,10098.04,116764,4500,37
2025-11-17,Instagram,Invisalign,Clinic C,5997.32,91745,5954,21
2025-11-17,Google Ads,Root Canal,Clinic C,7543.96,110504,7153,33
2025-11-17,Meta Ads,Dental Crown,Clinic C,5328.93,80468,4006,28
2025-11-17,Meta Ads,Teeth Whitening,Clinic C,3446.52,58217,1648,28
2025-11-17,Meta Ads,General Dentistry,Clinic C,5009.9,44888,2093,42
2025-11-17,Meta Ads,Dental Implant,Clinic D,8878.62,96201,4399,25
2025-11-17,Meta Ads,Invisalign,Clinic D,8264.62,111057,3792,22
2025-11-17,Meta Ads,Root Canal,Clinic D,8075.34,89701,3687,47
2025-11-17,Meta Ads,Dental Crown,Clinic D,3711.93,61022,3876,15
2025-11-17,Meta Ads,Teeth Whitening,Clinic D,3692.44,47551,2448,35
2025-11-17,Google Ads,General Dentistry,Clinic D,3466.74,60239,3114,37
2025-11-18,Meta Ads,Dental Implant,Clinic A,9384.0,114352,6461,32
2025-11-18,Instagram,Invisalign,Clinic A,10039.1,178682,5102,29
2025-11-18,Meta Ads,Root Canal,Clinic A,7906.31,122627,5277,40
2025-11-18,Instagram,Dental Crown,Clinic A,3835.65,59701,2124,14
2025-11-18,Meta Ads,Teeth Whitening,Clinic A,3909.7,45959,2012,39
2025-11-18,Meta Ads,General Dentistry,Clinic A,4239.02,40837,1472,38
2025-11-18,Instagram,Dental Implant,Clinic B,9130.88,112778,5837,27
2025-11-18,Instagram,Invisalign,Clinic B,8583.36,78931,4850,12
2025-11-18,Google Ads,Root Canal,Clinic B,6544.65,107640,5235,32
2025-11-18,Meta Ads,Dental Crown,Clinic B,4046.06,38043,1967,21
2025-11-18,Google Ads,Teeth Whitening,Clinic B,4360.46,41095,1214,38
2025-11-18,Google Ads,General Dentistry,Clinic B,5814.15,75765,4590,70
2025-11-18,Google Ads,Dental Implant,Clinic C,10442.22,157852,7546,33
2025-11-18,Meta Ads,Invisalign,Clinic C,7252.59,115374,2933,17
2025-11-18,Google Ads,Root Canal,Clinic C,6651.14,101860,4158,37
2025-11-18,Google Ads,Dental Crown,Clinic C,4334.31,40908,2489,31
2025-11-18,Google Ads,Teeth Whitening,Clinic C,2774.35,33069,1635,22
2025-11-18,Google Ads,General Dentistry,Clinic C,4556.52,59910,3036,54
2025-11-18,Google Ads,Dental Implant,Clinic D,8859.86,151425,6878,27
