Lead_ID,Lead_Date,Patient_ID,Lead_Source,Campaign,Clinic,Lead_Status,First_Response_Minutes,Appointment_Booked,Appointment_Date
L07687,17-06-2025,,Facebook,Dental Crown,Clinic A,Contacted - No Appointment,3,No,
L07688,09-12-2025,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,16,No,
L07689,15-07-2025,P07689,Referral,Dental Implant,Clinic A,Appointment Booked,25,Yes,24-07-2025
L07690,13-07-2025,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,2,No,
L07691,23-12-2025,,Google Organic,Invisalign,Clinic B,Contacted - No Appointment,16,No,
L07692,04-05-2025,,Google Organic,Dental Implant,Clinic B,Contacted - No Appointment,31,No,
L07693,07-09-2025,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,14,No,
L07694,15-06-2025,,Referral,Dental Implant,Clinic A,Contacted - No Appointment,28,No,
L07695,09-06-2025,,Google Organic,Teeth Whitening,Clinic C,Contacted - No Appointment,9,No,
L07696,30-06-2025,P07696,Facebook,Teeth Whitening,Clinic C,Appointment Booked,14,Yes,01-07-2025
L07697,17-01-2025,P07697,Facebook,Dental Crown,Clinic B,Appointment Booked,30,Yes,27-01-2025
L07698,22-04-2025,P07698,Facebook,Dental Implant,Clinic C,Appointment Booked,17,Yes,06-05-2025
L07699,13-05-2025,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,7,No,
L07700,02-01-2025,,Referral,General Dentistry,Clinic B,Contacted - No Appointment,32,No,
L07701,07-07-2025,P07701,Google Ads,Invisalign,Clinic C,Appointment Booked,23,Yes,14-07-2025
L07702,18-12-2025,P07702,Google Organic,Teeth Whitening,Clinic D,Appointment Booked,10,Yes,01-01-2026
L07703,02-08-2025,,Google Organic,General Dentistry,Clinic D,Contacted - No Appointment,29,No,
L07704,14-01-2025,,Google Organic,Root Canal,Clinic B,Contacted - No Appointment,15,No,
L07705,12-04-2025,,Instagram,Invisalign,Clinic C,Contacted - No Appointment,43,No,
L07706,24-06-2025,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,36,No,
L07707,06-05-2025,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,19,No,
L07708,21-04-2025,P07708,Google Organic,Root Canal,Clinic D,Appointment Booked,26,Yes,28-04-2025
L07709,01-04-2025,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,41,No,
L07710,14-07-2025,,Referral,Teeth Whitening,Clinic D,Contacted - No Appointment,19,No,
L07711,05-06-2025,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,3,No,
L07712,09-06-2025,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,26,No,
L07713,12-08-2025,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,32,No,
L07714,21-03-2025,P07714,Google Organic,Dental Implant,Clinic A,Appointment Booked,33,Yes,23-03-2025
L07715,12-09-2025,,Google Organic,Root Canal,Clinic C,Contacted - No Appointment,9,No,
L07716,31-01-2025,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,43,No,
L07717,02-06-2025,,Google Ads,Dental Crown,Clinic A,Not Contacted/Cold,74,No,
L07718,03-12-2025,P07718,Facebook,Invisalign,Clinic D,Appointment Booked,33,Yes,16-12-2025
L07719,30-06-2025,P07719,Facebook,Dental Implant,Clinic B,Appointment Booked,15,Yes,02-07-2025
L07720,25-02-2025,,Facebook,Root Canal,Clinic D,Contacted - No Appointment,24,No,
L07721,11-11-2025,P07721,Facebook,Root Canal,Clinic B,Appointment Booked,28,Yes,13-11-2025
L07722,11-11-2025,P07722,Instagram,Invisalign,Clinic A,Appointment Booked,31,Yes,23-11-2025
L07723,26-06-2025,P07723,Facebook,Dental Crown,Clinic D,Appointment Booked,22,Yes,07-07-2025
L07724,12-12-2025,,Referral,Dental Implant,Clinic B,Contacted - No Appointment,8,No,
L07725,30-04-2025,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,30,No,
L07726,05-10-2025,P07726,Instagram,Root Canal,Clinic C,Appointment Booked,11,Yes,06-10-2025
L07727,01-10-2025,,Instagram,Dental Implant,Clinic C,Contacted - No Appointment,15,No,
L07728,14-02-2025,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,10,No,
L07729,18-05-2025,P07729,Facebook,Dental Implant,Clinic C,Appointment Booked,7,Yes,28-05-2025
L07730,30-08-2025,,Facebook,Dental Crown,Clinic B,Contacted - No Appointment,14,No,
L07731,31-01-2025,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,23,No,
L07732,19-06-2025,P07732,Facebook,Root Canal,Clinic A,Appointment Booked,13,Yes,21-06-2025
L07733,21-04-2025,,Facebook,Teeth Whitening,Clinic C,Contacted - No Appointment,9,No,
L07734,03-09-2025,P07734,Google Ads,Root Canal,Clinic D,Appointment Booked,19,Yes,14-09-2025
L07735,09-06-2025,,Facebook,Teeth Whitening,Clinic C,Contacted - No Appointment,4,No,
L07736,01-08-2025,P07736,Facebook,Root Canal,Clinic D,Appointment Booked,2,Yes,10-08-2025
L07737,19-02-2025,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,34,No,
L07738,07-03-2025,P07738,Google Ads,Teeth Whitening,Clinic D,Appointment Booked,6,Yes,14-03-2025
L07739,04-04-2025,,Instagram,Dental Crown,Clinic D,Contacted - No Appointment,20,No,
L07740,28-04-2025,,Google Organic,Dental Crown,Clinic B,Contacted - No Appointment,34,No,
L07741,04-12-2025,,Referral,Teeth Whitening,Clinic A,Contacted - No Appointment,20,No,
L07742,05-03-2025,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,10,No,
L07743,29-03-2025,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,19,No,
L07744,16-02-2025,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,11,No,
L07745,03-02-2025,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,14,No,
L07746,29-04-2025,P07746,Instagram,Root Canal,Clinic B,Appointment Booked,5,Yes,12-05-2025
L07747,18-06-2025,P07747,Facebook,Root Canal,Clinic D,Appointment Booked,2,Yes,19-06-2025
L07748,04-08-2025,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,13,No,
L07749,04-12-2025,P07749,Google Organic,Root Canal,Clinic B,Appointment Booked,7,Yes,16-12-2025
L07750,09-03-2025,,Referral,Teeth Whitening,Clinic A,Contacted - No Appointment,26,No,
L07751,14-10-2025,,Google Ads,Dental Implant,Clinic B,Contacted - No Appointment,18,No,
L07752,04-04-2025,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,14,No,
L07753,30-06-2025,P07753,Google Ads,General Dentistry,Clinic A,Appointment Booked,52,Yes,11-07-2025
L07754,28-06-2025,P07754,Google Ads,Invisalign,Clinic D,Appointment Booked,23,Yes,08-07-2025
L07755,01-08-2025,,Referral,Dental Implant,Clinic D,Contacted - No Appointment,21,No,
L07756,29-04-2025,,Facebook,Root Canal,Clinic A,Contacted - No Appointment,42,No,
L07757,15-12-2025,,Instagram,Teeth Whitening,Clinic A,Contacted - No Appointment,9,No,
L07758,14-11-2025,P07758,Facebook,Root Canal,Clinic B,Appointment Booked,12,Yes,18-11-2025
L07759,05-04-2025,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,8,No,
L07760,21-02-2025,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,18,No,
L07761,29-01-2025,P07761,Facebook,Invisalign,Clinic B,Appointment Booked,61,Yes,06-02-2025
L07762,02-01-2025,,Instagram,Teeth Whitening,Clinic A,Contacted - No Appointment,12,No,
L07763,17-10-2025,P07763,Referral,Dental Implant,Clinic D,Appointment Booked,17,Yes,20-10-2025
L07764,01-03-2025,,Instagram,Root Canal,Clinic C,Contacted - No Appointment,6,No,
L07765,01-05-2025,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,35,No,
L07766,08-09-2025,P07766,Google Ads,General Dentistry,Clinic B,Appointment Booked,47,Yes,09-09-2025
L07767,11-08-2025,,Google Organic,Teeth Whitening,Clinic D,Contacted - No Appointment,13,No,
L07768,10-09-2025,,Google Ads,Teeth Whitening,Clinic D,Not Contacted/Cold,73,No,
L07769,03-11-2025,P07769,Referral,Root Canal,Clinic A,Appointment Booked,3,Yes,17-11-2025
L07770,03-03-2025,P07770,Facebook,Dental Implant,Clinic A,Appointment Booked,15,Yes,09-03-2025
L07771,19-05-2025,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,12,No,
L07772,07-07-2025,P07772,Facebook,General Dentistry,Clinic A,Appointment Booked,19,Yes,15-07-2025
L07773,13-08-2025,P07773,Referral,General Dentistry,Clinic B,Appointment Booked,31,Yes,21-08-2025
L07774,13-06-2025,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,45,No,
L07775,11-06-2025,P07775,Google Ads,Dental Implant,Clinic C,Appointment Booked,11,Yes,14-06-2025
L07776,18-01-2025,P07776,Google Ads,Root Canal,Clinic B,Appointment Booked,23,Yes,01-02-2025
L07777,27-11-2025,P07777,Instagram,Dental Crown,Clinic C,Appointment Booked,21,Yes,09-12-2025
L07778,07-11-2025,,Google Ads,Teeth Whitening,Clinic D,Contacted - No Appointment,33,No,
L07779,11-12-2025,,Google Organic,Dental Crown,Clinic A,Contacted - No Appointment,14,No,
L07780,10-04-2025,P07780,Referral,Teeth Whitening,Clinic C,Appointment Booked,10,Yes,11-04-2025
L07781,03-03-2025,,Referral,Root Canal,Clinic A,Contacted - No Appointment,12,No,
L07782,05-09-2025,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,28,No,
L07783,20-04-2025,,Instagram,Invisalign,Clinic C,Contacted - No Appointment,4,No,
L07784,05-10-2025,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,12,No,
L07785,10-08-2025,P07785,Instagram,Root Canal,Clinic A,Appointment Booked,17,Yes,20-08-2025
L07786,21-10-2025,,Google Organic,Dental Implant,Clinic A,Contacted - No Appointment,23,No,
L07787,13-12-2025,,Facebook,Invisalign,Clinic C,Contacted - No Appointment,22,No,
L07788,22-10-2025,,Referral,Dental Crown,Clinic C,Contacted - No Appointment,8,No,
L07789,19-12-2025,,Google Organic,General Dentistry,Clinic A,Contacted - No Appointment,6,No,
L07790,02-03-2025,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,24,No,
L07791,23-06-2025,P07791,Instagram,Invisalign,Clinic A,Appointment Booked,11,Yes,24-06-2025
L07792,01-05-2025,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,17,No,
L07793,16-09-2025,P07793,Facebook,Invisalign,Clinic B,Appointment Booked,9,Yes,24-09-2025
L07794,24-05-2025,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,9,No,
L07795,25-05-2025,P07795,Referral,Root Canal,Clinic D,Appointment Booked,26,Yes,04-06-2025
L07796,07-09-2025,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,20,No,
L07797,21-03-2025,P07797,Instagram,General Dentistry,Clinic A,Appointment Booked,15,Yes,02-04-2025
L07798,28-05-2025,P07798,Google Organic,Root Canal,Clinic D,Appointment Booked,18,Yes,10-06-2025
L07799,12-01-2025,P07799,Google Organic,General Dentistry,Clinic A,Appointment Booked,12,Yes,19-01-2025
L07800,25-11-2025,,Google Organic,Invisalign,Clinic D,Contacted - No Appointment,19,No,
L07801,09-11-2025,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,14,No,
L07802,31-01-2025,,Google Organic,Root Canal,Clinic B,Not Contacted/Cold,46,No,
L07803,27-03-2025,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,12,No,
L07804,16-11-2025,P07804,Instagram,General Dentistry,Clinic A,Appointment Booked,10,Yes,25-11-2025
L07805,14-06-2025,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,36,No,
L07806,18-06-2025,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,15,No,
L07807,04-02-2025,,Referral,Root Canal,Clinic C,Contacted - No Appointment,38,No,
L07808,17-08-2025,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,27,No,
L07809,24-05-2025,P07809,Facebook,Dental Crown,Clinic D,Appointment Booked,9,Yes,31-05-2025
L07810,26-11-2025,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,19,No,
L07811,22-02-2025,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,7,No,
L07812,16-10-2025,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,44,No,
L07813,01-08-2025,P07813,Instagram,Root Canal,Clinic B,Appointment Booked,10,Yes,11-08-2025
L07814,20-08-2025,,Referral,Teeth Whitening,Clinic A,Contacted - No Appointment,1,No,
L07815,01-02-2025,P07815,Facebook,General Dentistry,Clinic A,Appointment Booked,8,Yes,08-02-2025
L07816,10-01-2025,,Facebook,Root Canal,Clinic A,Not Contacted/Cold,50,No,
L07817,05-05-2025,,Instagram,Root Canal,Clinic A,Contacted - No Appointment,23,No,
L07818,13-11-2025,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,19,No,
L07819,17-05-2025,,Referral,Dental Implant,Clinic A,Contacted - No Appointment,4,No,
L07820,22-12-2025,,Facebook,General Dentistry,Clinic C,Not Contacted/Cold,52,No,
L07821,20-01-2025,,Facebook,Invisalign,Clinic C,Contacted - No Appointment,40,No,
L07822,21-09-2025,,Facebook,Teeth Whitening,Clinic C,Contacted - No Appointment,8,No,
L07823,25-07-2025,P07823,Google Organic,Teeth Whitening,Clinic A,Appointment Booked,4,Yes,01-08-2025
L07824,15-06-2025,P07824,Instagram,Teeth Whitening,Clinic B,Appointment Booked,30,Yes,16-06-2025
L07825,07-05-2025,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,34,No,
L07826,19-01-2025,,Google Ads,Dental Crown,Clinic B,Contacted - No Appointment,24,No,
L07827,29-04-2025,,Referral,General Dentistry,Clinic A,Contacted - No Appointment,40,No,
L07828,22-10-2025,P07828,Google Organic,Dental Implant,Clinic C,Appointment Booked,22,Yes,04-11-2025
L07829,26-04-2025,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,11,No,
L07830,21-09-2025,,Google Organic,Teeth Whitening,Clinic C,Contacted - No Appointment,42,No,
L07831,02-12-2025,P07831,Instagram,Invisalign,Clinic B,Appointment Booked,11,Yes,03-12-2025
L07832,22-06-2025,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,18,No,
L07833,25-12-2025,P07833,Google Ads,Teeth Whitening,Clinic D,Appointment Booked,24,Yes,01-01-2026
L07834,09-10-2025,,Google Organic,General Dentistry,Clinic A,Contacted - No Appointment,17,No,
L07835,21-07-2025,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,45,No,
L07836,05-05-2025,,Google Organic,Dental Crown,Clinic D,Contacted - No Appointment,37,No,
L07837,03-07-2025,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,11,No,
L07838,23-11-2025,P07838,Google Organic,Teeth Whitening,Clinic B,Appointment Booked,45,Yes,03-12-2025
L07839,09-04-2025,P07839,Google Ads,Root Canal,Clinic B,Appointment Booked,4,Yes,22-04-2025
L07840,10-12-2025,P07840,Google Ads,Dental Crown,Clinic A,Appointment Booked,4,Yes,23-12-2025
L07841,12-12-2025,,Google Ads,Root Canal,Clinic A,Not Contacted/Cold,84,No,
L07842,01-04-2025,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,37,No,
L07843,22-04-2025,P07843,Facebook,Dental Implant,Clinic A,Appointment Booked,7,Yes,03-05-2025
L07844,04-04-2025,P07844,Google Ads,Dental Implant,Clinic B,Appointment Booked,15,Yes,12-04-2025
L07845,13-06-2025,P07845,Referral,Dental Crown,Clinic D,Appointment Booked,15,Yes,23-06-2025
L07846,22-05-2025,P07846,Instagram,General Dentistry,Clinic A,Appointment Booked,33,Yes,26-05-2025
L07847,03-10-2025,,Instagram,Dental Implant,Clinic D,Contacted - No Appointment,28,No,
L07848,05-11-2025,,Google Ads,Dental Implant,Clinic D,Contacted - No Appointment,43,No,
L07849,25-10-2025,P07849,Facebook,Root Canal,Clinic D,Appointment Booked,10,Yes,27-10-2025
L07850,16-02-2025,,Google Ads,Teeth Whitening,Clinic D,Contacted - No Appointment,35,No,
L07851,29-12-2025,P07851,Google Organic,Dental Implant,Clinic B,Appointment Booked,9,Yes,30-12-2025
L07852,28-01-2025,,Facebook,Invisalign,Clinic A,Contacted - No Appointment,24,No,
L07853,27-07-2025,,Google Organic,Invisalign,Clinic C,Contacted - No Appointment,24,No,
L07854,07-05-2025,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,17,No,
L07855,07-01-2025,,Referral,Invisalign,Clinic D,Contacted - No Appointment,9,No,
L07856,19-11-2025,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,26,No,
L07857,20-02-2025,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,34,No,
L07858,06-04-2025,,Instagram,Dental Crown,Clinic B,Not Contacted/Cold,68,No,
L07859,01-03-2025,P07859,Referral,Dental Implant,Clinic A,Appointment Booked,17,Yes,15-03-2025
L07860,08-08-2025,P07860,Instagram,Dental Crown,Clinic A,Appointment Booked,15,Yes,17-08-2025
L07861,25-04-2025,P07861,Google Ads,Root Canal,Clinic B,Appointment Booked,43,Yes,07-05-2025
L07862,20-10-2025,P07862,Facebook,General Dentistry,Clinic C,Appointment Booked,42,Yes,23-10-2025
L07863,05-01-2025,,Referral,Invisalign,Clinic D,Contacted - No Appointment,5,No,
L07864,22-06-2025,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,35,No,
L07865,27-04-2025,,Google Ads,Teeth Whitening,Clinic D,Contacted - No Appointment,32,No,
L07866,02-08-2025,,Google Organic,Invisalign,Clinic C,Contacted - No Appointment,16,No,
L07867,14-07-2025,P07867,Referral,General Dentistry,Clinic D,Appointment Booked,22,Yes,27-07-2025
L07868,01-12-2025,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,5,No,
L07869,27-09-2025,,Referral,Dental Crown,Clinic D,Contacted - No Appointment,34,No,
L07870,20-09-2025,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,30,No,
L07871,28-07-2025,,Facebook,Invisalign,Clinic A,Not Contacted/Cold,46,No,
L07872,23-12-2025,,Google Organic,Dental Crown,Clinic A,Contacted - No Appointment,10,No,
L07873,02-03-2025,,Google Organic,Invisalign,Clinic D,Contacted - No Appointment,12,No,
L07874,04-09-2025,P07874,Google Organic,Root Canal,Clinic A,Appointment Booked,17,Yes,08-09-2025
L07875,25-11-2025,P07875,Referral,Root Canal,Clinic B,Appointment Booked,4,Yes,08-12-2025
L07876,23-05-2025,,Facebook,Dental Crown,Clinic B,Contacted - No Appointment,14,No,
L07877,06-05-2025,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,43,No,
L07878,23-10-2025,,Facebook,Dental Implant,Clinic D,Contacted - No Appointment,25,No,
L07879,03-11-2025,P07879,Google Organic,Dental Crown,Clinic B,Appointment Booked,5,Yes,15-11-2025
L07880,31-03-2025,P07880,Google Ads,Root Canal,Clinic B,Appointment Booked,11,Yes,06-04-2025
L07881,06-02-2025,P07881,Google Organic,Invisalign,Clinic D,Appointment Booked,10,Yes,20-02-2025
L07882,25-04-2025,,Google Ads,Dental Implant,Clinic D,Not Contacted/Cold,52,No,
L07883,29-08-2025,P07883,Google Ads,Invisalign,Clinic D,Appointment Booked,28,Yes,04-09-2025
L07884,03-06-2025,,Facebook,Invisalign,Clinic B,Contacted - No Appointment,43,No,
L07885,13-08-2025,P07885,Google Organic,General Dentistry,Clinic A,Appointment Booked,3,Yes,19-08-2025
L07886,31-07-2025,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,18,No,
L07887,30-09-2025,,Google Organic,Dental Implant,Clinic C,Contacted - No Appointment,10,No,
L07888,30-12-2025,P07888,Facebook,Dental Implant,Clinic A,Appointment Booked,12,Yes,31-12-2025
L07889,24-01-2025,P07889,Google Ads,Dental Implant,Clinic B,Appointment Booked,15,Yes,04-02-2025
L07890,18-09-2025,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,16,No,
L07891,11-10-2025,,Google Organic,Invisalign,Clinic B,Contacted - No Appointment,14,No,
L07892,06-09-2025,P07892,Facebook,Root Canal,Clinic D,Appointment Booked,6,Yes,07-09-2025
L07893,23-05-2025,,Referral,Root Canal,Clinic A,Not Contacted/Cold,53,No,
L07894,01-07-2025,,Facebook,Teeth Whitening,Clinic C,Contacted - No Appointment,20,No,
L07895,30-05-2025,,Facebook,Invisalign,Clinic D,Not Contacted/Cold,64,No,
L07896,28-09-2025,,Facebook,Root Canal,Clinic A,Contacted - No Appointment,41,No,
L07897,04-08-2025,,Google Ads,Teeth Whitening,Clinic C,Contacted - No Appointment,12,No,
L07898,17-01-2025,,Instagram,Root Canal,Clinic D,Contacted - No Appointment,40,No,
L07899,15-03-2025,,Instagram,Teeth Whitening,Clinic D,Contacted - No Appointment,7,No,
L07900,18-09-2025,,Google Organic,Dental Crown,Clinic A,Contacted - No Appointment,12,No,
L07901,06-08-2025,P07901,Google Ads,Root Canal,Clinic A,Appointment Booked,15,Yes,09-08-2025
L07902,02-05-2025,P07902,Google Ads,Root Canal,Clinic A,Appointment Booked,19,Yes,03-05-2025
L07903,12-09-2025,P07903,Google Ads,General Dentistry,Clinic C,Appointment Booked,13,Yes,13-09-2025
L07904,16-11-2025,P07904,Google Ads,Dental Crown,Clinic C,Appointment Booked,17,Yes,17-11-2025
L07905,28-08-2025,P07905,Facebook,General Dentistry,Clinic C,Appointment Booked,23,Yes,01-09-2025
L07906,30-03-2025,P07906,Referral,Dental Implant,Clinic B,Appointment Booked,18,Yes,04-04-2025
L07907,09-03-2025,P07907,Instagram,Root Canal,Clinic A,Appointment Booked,16,Yes,17-03-2025
L07908,17-12-2025,P07908,Google Organic,General Dentistry,Clinic C,Appointment Booked,37,Yes,27-12-2025
L07909,22-07-2025,P07909,Facebook,Invisalign,Clinic B,Appointment Booked,40,Yes,04-08-2025
L07910,10-09-2025,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,26,No,
L07911,09-11-2025,,Google Ads,Dental Implant,Clinic B,Contacted - No Appointment,9,No,
L07912,21-09-2025,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,7,No,
L07913,17-10-2025,,Instagram,Root Canal,Clinic B,Contacted - No Appointment,19,No,
L07914,12-06-2025,,Facebook,Dental Implant,Clinic A,Contacted - No Appointment,11,No,
L07915,21-04-2025,P07915,Referral,General Dentistry,Clinic B,Appointment Booked,23,Yes,23-04-2025
L07916,20-04-2025,,Referral,Invisalign,Clinic A,Contacted - No Appointment,8,No,
L07917,16-11-2025,,Facebook,Dental Implant,Clinic B,Contacted - No Appointment,41,No,
L07918,14-02-2025,,Google Organic,Dental Implant,Clinic A,Not Contacted/Cold,54,No,
L07919,10-09-2025,,Instagram,Dental Crown,Clinic A,Contacted - No Appointment,19,No,
L07920,04-12-2025,P07920,Google Ads,General Dentistry,Clinic C,Appointment Booked,15,Yes,10-12-2025
L07921,02-11-2025,,Referral,Dental Implant,Clinic B,Not Contacted/Cold,58,No,
L07922,10-06-2025,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,30,No,
L07923,06-10-2025,,Google Organic,Invisalign,Clinic C,Not Contacted/Cold,51,No,
L07924,08-07-2025,P07924,Facebook,Teeth Whitening,Clinic C,Appointment Booked,18,Yes,09-07-2025
L07925,05-06-2025,P07925,Facebook,Dental Implant,Clinic D,Appointment Booked,9,Yes,17-06-2025
L07926,22-09-2025,,Facebook,Invisalign,Clinic A,Contacted - No Appointment,19,No,
L07927,17-02-2025,,Referral,Invisalign,Clinic C,Contacted - No Appointment,37,No,
L07928,07-11-2025,P07928,Google Ads,Dental Crown,Clinic D,Appointment Booked,30,Yes,16-11-2025
L07929,30-07-2025,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,17,No,
L07930,22-02-2025,P07930,Facebook,Root Canal,Clinic A,Appointment Booked,7,Yes,26-02-2025
L07931,07-05-2025,P07931,Google Ads,Dental Implant,Clinic B,Appointment Booked,15,Yes,20-05-2025
L07932,27-10-2025,P07932,Google Organic,Dental Crown,Clinic A,Appointment Booked,7,Yes,28-10-2025
L07933,22-05-2025,,Google Organic,Teeth Whitening,Clinic C,Not Contacted/Cold,58,No,
L07934,08-09-2025,,Referral,Dental Implant,Clinic C,Contacted - No Appointment,2,No,
L07935,28-06-2025,,Google Organic,Dental Implant,Clinic B,Contacted - No Appointment,10,No,
L07936,13-02-2025,,Referral,Invisalign,Clinic C,Contacted - No Appointment,15,No,
L07937,17-02-2025,P07937,Google Organic,Teeth Whitening,Clinic C,Appointment Booked,29,Yes,18-02-2025
L07938,12-06-2025,P07938,Referral,Dental Crown,Clinic B,Appointment Booked,23,Yes,13-06-2025
L07939,30-09-2025,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,4,No,
L07940,16-11-2025,P07940,Facebook,Invisalign,Clinic D,Appointment Booked,11,Yes,29-11-2025
L07941,21-03-2025,P07941,Referral,Invisalign,Clinic A,Appointment Booked,14,Yes,26-03-2025
L07942,29-01-2025,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,14,No,
L07943,04-04-2025,,Referral,Invisalign,Clinic A,Contacted - No Appointment,22,No,
L07944,22-05-2025,P07944,Google Ads,General Dentistry,Clinic C,Appointment Booked,44,Yes,23-05-2025
L07945,12-06-2025,,Referral,Dental Crown,Clinic D,Contacted - No Appointment,5,No,
L07946,15-10-2025,P07946,Google Organic,Dental Implant,Clinic D,Appointment Booked,21,Yes,26-10-2025
L07947,17-06-2025,P07947,Google Ads,Root Canal,Clinic B,Appointment Booked,7,Yes,19-06-2025
L07948,15-11-2025,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,34,No,
L07949,22-10-2025,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,25,No,
L07950,09-04-2025,P07950,Referral,General Dentistry,Clinic C,Appointment Booked,4,Yes,20-04-2025
L07951,10-10-2025,,Instagram,Invisalign,Clinic A,Contacted - No Appointment,32,No,
L07952,15-11-2025,,Referral,Dental Crown,Clinic C,Contacted - No Appointment,21,No,
L07953,03-04-2025,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,4,No,
L07954,20-12-2025,,Referral,General Dentistry,Clinic B,Contacted - No Appointment,17,No,
L07955,04-10-2025,P07955,Facebook,Root Canal,Clinic A,Appointment Booked,25,Yes,14-10-2025
L07956,26-08-2025,,Google Ads,Dental Crown,Clinic D,Not Contacted/Cold,91,No,
L07957,16-11-2025,P07957,Google Ads,Dental Implant,Clinic C,Appointment Booked,8,Yes,22-11-2025
L07958,25-08-2025,P07958,Referral,Invisalign,Clinic B,Appointment Booked,3,Yes,28-08-2025
L07959,07-06-2025,,Facebook,Invisalign,Clinic A,Contacted - No Appointment,11,No,
L07960,26-06-2025,P07960,Google Ads,Dental Implant,Clinic C,Appointment Booked,23,Yes,05-07-2025
L07961,23-04-2025,P07961,Google Ads,Invisalign,Clinic A,Appointment Booked,23,Yes,02-05-2025
L07962,29-09-2025,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,19,No,
L07963,14-10-2025,,Referral,General Dentistry,Clinic D,Contacted - No Appointment,18,No,
L07964,03-12-2025,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,16,No,
L07965,23-01-2025,,Instagram,Root Canal,Clinic C,Contacted - No Appointment,15,No,
L07966,13-03-2025,,Referral,General Dentistry,Clinic C,Not Contacted/Cold,46,No,
L07967,07-02-2025,,Facebook,Dental Implant,Clinic D,Contacted - No Appointment,9,No,
L07968,10-01-2025,,Google Organic,Root Canal,Clinic D,Contacted - No Appointment,12,No,
L07969,10-08-2025,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,5,No,
